!ID,,!catalog_number,!bd_catalog_number,!digital_catalog_number,!line,!post_title,!bd_audio_mix,!bd_canadian_price,!bd_configuration,!bd_consumer_srp,!bd_disc_type,!bd_dvd_features,!bd_frame_rate,!bd_isbn,!bd_prebook_date,!bd_running_time,!bd_street_date,!bd_subtitles,!bd_upc,!digital_running_time,!digital_street_date,!amazon_link,!itunes_link,!youtube_link,!hulu_link,!playstation_link,!slingbox_link,!xbox_link,!snagfilm_link,!tvcom_link,!vudu_link,!cinema_now
182,NVG-9854,NVG-9854,,NNVG8577,DOC,Leona's Sister Gerri,,,,,,,,,,,,,,75 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fleonas-sister-gerri%252Fid280708477%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
116,NVG-9855,NVG-9855,,NNVG9982,DOC,Dark Circle,,,,,,,,,,,,,,82 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fdark-circle%252Fid278360082%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
280,NVG-9860,NVG-9860,,NNVG1153,DOC,"The Doctor, the Tornado and the Kentucky Kid",,,,,,,,,,,,,,104 min,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D298119204%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D298119204%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
220,NVG-9871,NVG-9871,,NNVG8407,DOC,The Panama Deception,,,,,,,,,,,,,,91 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fthe-panama-deception%252Fid279960029%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
288,NVG-9883,NVG-9883,,NNVG-9937,DOC,The War Tapes,,,,,,,,,,,,,,97 mins. + 100 mins. extras,,http://www.amazon.com/The-War-Tapes/dp/B000WP6JD0/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278954203&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D266478607%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
69,NVG-9890,NVG-9890,,NNVG-9939,DOC,Air Guitar Nation,,,,,,,,,,,,,,81 min,,http://www.amazon.com/Air-Guitar-Nation/dp/B000WQYQR0/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278950757&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D262491151%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,http://us.playstation.com/games-and-media/movies/air-guitar-nation-2010.html,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,395299/Air-Guitar-Nation.htm"
158,NVG-9891,NVG-9891,,NNVG9936,DOC,Hacking Democracy,,,,,,,,,,,,,,81 min,,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=271431024&s=143441&uo=6,,http://www.hulu.com/watch/192687/hacking-democracy,,,,,,,
96,NVG-9908,NVG-9908,,NNVG9983,DOC,Building Bombs,,,,,,,,,,,,,,161 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fbuilding-bombs%252Fid278363780%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
13870,NVG-9910,NVG-9910,,NNVG9980,DOC,Alvin Ailey American Dance Theater: Beyond The Steps,,,,,,,,,,,,,,86 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Falvin-ailey-american-dance%252Fid278951235%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
381,NVG-9911,NVG-9911,,NNVG9965,NVGNYC,The Situation,,,,,,,,,,,,,,106 mins.,04/15/2008,http://www.amazon.com/The-Situation/dp/B000XHCWME/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278950380&sr=1-2,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=279184668&s=143441,http://www.youtube.com/watch?v=NFPiNkE9Ik4,http://www.hulu.com/watch/146611/the-situation,,,,,,,
63,NVG-9920,NVG-9920,,NNVG8405,DOC,A Crude Awakening: The Oil Crash,,,,,,,,,,,,,,85 min,04/03/2008,http://www.amazon.com/Crude-Awakening-Oil-Crash/dp/B003EJ7WCS/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277412696&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D278014302%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,401682/A-Crude-Awakening-The-Oil-Crash.htm"
255,NVG-9922,NVG-9922,,NNVG8408,DOC,Sierra Leone's Refugee All Stars,,,,,,,,,,,,,,80 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fsierra-leones-refugee-all%252Fid278799489%253Fuo%253D4%2526partnerId%253D30,,,,,,http://www.snagfilms.com/films/title/sierra_leones_refugee_all_stars/,,,
229,NVG-9923,NVG-9923,,NNVG8576,DOC,Pictures From a Revolution,,,,,,,,,,,,,,88 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fpictures-from-a-revolution%252Fid280215839%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
